n;nombre;unidad_medida;precio_unitario;saldo_inicial;entradas;salidas;saldo_final
2451;SANGRE CONTROL PARA EQUIPO ABACUS 5 NIVEL BAJO NIVEL;KIT;3350;0;0;0;0
2452;SANGRE CONTROL TRYPAC BC-3000;KIT;1140;0;0;0;0
2453;SANGRE DE CARNERO;FRASCO;274,97;0;0;0;0
2454;SANGRE DE CARNERO;FRASCO;117,49;0;0;0;0
2455;SANGRE OCULTA EN HECES;CASSETTE;3,97;0;0;0;0
2456;SANGRE OCULTA EN HECES X 25 PRUEBAS;CJA;400;0;0;0;0
2457;SANGUINEAS DILUYENTES 20 L PARA EQUIPO ADVIA 560;FRASCO;856;0;0;0;0
2458;SANIT - 10 PLUS;BIDON;1000;0;0;0;0
2459;SELONOID VALVE 1 NOZZLE;PZA;1190;0;0;0;0
2460;SELONOID VALVE 2 NOZZLE;PZA;840;0;0;0;0
2461;SENSOR DE FLUJO;UND;600;0;0;0;0
2462;SENSOR DE FLUJO NEONATAL;PZA;550;0;0;0;0
2463;SENSOR DE FLUJO PARA VENTILADOR HAMILTON (NEONATOLOGIA);UND;600;0;0;0;0
2464;SENSOR DE FLUJO PARA VENTILADOR HAMILTON (PEDIATRIA);UND;600;0;0;0;0
2465;SENSOR DE FLUJO PARA VENTILADOR HAMILTON NEONATAL;UND;550;0;0;0;0
2466;SENSOR DE FLUJO REUTILIZABLE PARA MAQUINA DE ANESTESIA MARCA GENERAL ELECTRIC MODELO 91400 NXT DE MATERIAL RESISTENTE;UND;3715;0;0;0;0
2467;SENSOR DE OXIGENO MAQUINA ANESTESIO FAB-PLUS ASHM 0006;UND;9550;0;0;0;0
2468;SENSOR DE OXIGENO PARA MAQUINA DE ANESTESIA MOD 9100 NXT;UND;1570;0;0;0;0
2469;SENSOR DE TEMPERATURA;UND;1500;0;0;0;0
2470;SENSOR PARA CONECTOR HIGROMETROS  EN RED;PZA;300;0;0;0;0
2471;SENSOR SPO2 PARA MONITOR CREATIVE,;UND;1100;0;0;0;0
2472;SENSOR SPO2 PARA MONITOR GE,;UND;1150;0;25;25;0
2473;SENSOR SPO2 PARA MONITOR HILLMED,;UND;1000;0;0;0;0
2474;SENSOR SPO2 PARA MONITOR INMOMED,;UND;1100;0;0;0;0
2475;SENSOR SPO2 PARA MONITOR KALAMED,;UND;1050;0;0;0;0
2476;SENSOR TRANSMISOR DE PRESION;UND;3400;0;0;0;0
2477;SENSORES DE FLUJO ADULTO,;UND;600;0;0;0;0
2478;SENSORES DE FLUJO NEONATAL,;UND;600;0;0;0;0
2479;SENSORES DE FLUJO PARA VENTILADOR HAMILTON G-5;PZA;550;0;0;0;0
2480;SENSORES DE FLUJO PARA VENTILADOR HAMILTON G-5,;PZA;600;0;0;0;0
2481;SENSORES DE FLUJO PEDIATRICO,;UND;600;0;0;0;0
2482;SENSORES PARA SIGNOS VITALES PAARA MAQUINA DE ANESTESIO FAB PLUS ASHM-006;UND;3500;0;0;0;0
2483;SENSORES PARA SIGNOS VITALES PARA MAQUINAS DE ANESTESIOLOGIA ASHM-02432;PZA;9550;0;0;0;0
2484;SET CORRUGADO DE SILICONA REUTILIZABLE PARA VENTILADOR PURITAN  BENNTT 840;FRASCO;2100;0;0;0;0
2485;SET DE ELECTRICOS PRECORDIALES TIPO CLAMP;UND;405;0;0;0;0
2486;SET DE ELECTRODOS PRECORDIALES TIPO SUCCION;UND;405;0;0;0;0
2487;SET DE IRRIGACION PARA ENEMA COMPLETO;PZA;200;0;0;0;0
2488;SET P/ ANESTESIA PERIDURAL;UND;87,84;0;0;0;0
2489;SINGLE HOLDER+;PZA;400;0;0;0;0
2490;SISTEMA DE COLUMNA GIRATORIA DE FIBRA DE VIDRIO;KIT;11356;0;0;0;0
2491;SISTEMA DE PRESION PARA MAQUINA ANESTESIOLOGIA FAB PLUS ASHM-006;UND;5700;0;0;0;0
2492;SISTEMA DE PROTECCION ANTIESCARAS COMPLETO;PZA;820;0;0;0;0
2493;SOBRES GASPAK CO2  X 10 SOBRES;CJA;510;0;0;0;0
2494;SOBRES GASPAK CO2 X 10;CJA;450;0;0;0;0
2495;SODIO;KIT;455;0;0;0;0
2496;SODIO;KIT;467,5;0;0;0;0
2497;SODIO;KIT;474,95;0;0;0;0
2498;SOLENOID VALVE -;PZA;2700;0;25;25;0
2499;SOLENOID VALVE +;PZA;2700;0;0;0;0
2500;SOLENOID VALVE 2/2 WAY;PZA;2700;0;0;0;0
2501;SOLICION DE CALIBRACION 1, S1820 DE 200 ML, PARA ABL-835 FLEX;FRASCO;3200;0;0;0;0
2502;SOLUCION CLORURO DE CALCIO PARA C-3510 10X4ML;KIT;370;0;0;0;0
2503;SOLUCION CONCENTRADA DE LAVADO X100ML A-25;KIT;319;0;0;0;0
2504;SOLUCION CONCENTRADO DE LAVADO X 100 ML A-25;FRASCO;319;0;0;0;0
2505;SOLUCION DE CALIBRACION 1, S1820 DE 200 ML, PARA ABL - 835  FLEX;FRASCO;3200;0;0;0;0
2506;SOLUCION DE CALIBRACION 1,S1820 DE 200ML, PARA ABL-835 FLEX;FRASCO;4950;0;0;0;0
2507;SOLUCION DE CALIBRACION 2, S1830 DE 200 ML, PARA ABL-835 FLEX;FRASCO;3200;0;0;0;0
2508;SOLUCION DE CALIBRACION 2, S1830 DE 200 ML, PARA ABL-835 FLEX;FRASCO;3200;0;0;0;0
2509;SOLUCION DE CALIBRACION 2,S1820 DE 200ML, PARA ABL-835 FLEX;FRASCO;4950;0;0;0;0
2510;SOLUCION DE CALIBRACION S7770 THB 2 ML, PARA ABL-835 FLEX;UND;600;0;0;0;0
2511;SOLUCION DE CALIBRACION S7770 THB 2 ML, PARA ABL-835 FLEX;AMPOLLA;600;0;0;0;0
2512;SOLUCION DE CALIBRACION S7770 THB PARA ABL 835 FLEX;FRASCO;1706;0;0;0;0
2513;SOLUCION DE CALIBRACION S7770 THB, PARA ABL-835 FLEX;FRASCO;853;0;0;0;0
2514;SOLUCION DE ENJUAGUE S4980 DE 600 ML, PARA ABL-835 FLEX;FRASCO;2400;0;0;0;0
2515;SOLUCION DE ENJUAGUE S4980 DE 600 ML., PARA  ABL-835 FLEX;FRASCO;2400;0;0;0;0
2516;SOLUCION DE ENJUAGUE S4980 DE 600ML, PARA ABL-835 FLEX;FRASCO;3930;0;0;0;0
2517;SOLUCION DE HIPOCLORITO S53362 PARA ELIMINACION  DE PROTEINAS Y DESCONTAMINACION DE 100 ML, PARA ABL 835 FLEX;FRASCO;2400;0;0;0;0
2518;SOLUCION DE HIPOCLORITO S5362 PARA ELIMINACION DE PROTEINAS Y DESCONTAMINACION DE 100 ML, PARA ABL-835 FLEX;FRASCO;2400;0;0;0;0
2519;SOLUCION DE LAVADO CON ADITIVO * 250 ML;KIT;560;0;0;0;0
2520;SOLUCION DE LAVADO CON ADITIVO *250 ML;CJA;560;0;0;0;0
2521;SOLUCION DE LAVADO DIARIO NA /K/CL;KIT;970;0;0;0;0
2522;SOLUCION DE LAVADO DIARIO NA/K/CI;KIT;1090;0;0;0;0
2523;SOLUCION DE LAVADO DIARIO NA/K/CL;KIT;973,33;0;0;0;0
2524;SOLUCION DE LAVADO MENSUAL NA/K/CL;FRASCO;600;0;25;25;0
2525;SOLUCION DE LIMPIEZA I PARA C-3510 10X15ML;KIT;590;0;75;75;0
2526;SOLUCION DE LIMPIEZA II PARA C-3510 10X2500ML;KIT;480;0;0;0;0
2527;SOLUCION DE LIMPIEZA S4980 DE 600 ML. PARA ABL 835 FLEX;FRASCO;3930;0;0;0;0
2528;SOLUCION DE LIMPIEZA S8375 DE 175 ML, PARA ABL-835 FLEX;FRASCO;3200;0;0;0;0
2529;SOLUCION DE LIMPIEZA S8375 DE 175ML PARA ABL-835 FLEX;FRASCO;4940;0;0;0;0
2530;SOLUCION DE LIMPIEZA S8375 DE 175ML, PARA ABL - 835 FLEX;FRASCO;3200;0;0;0;0
2531;SOLUCION DE LIMPIEZA S8375 DE 175ML. PARA ABL 835 FLEX;FRASCO;4940;0;0;0;0
2532;SOLUCION DE RELLENO EASY LITE;KIT;2400;0;0;0;0
2533;SOLUCION DE RELLENO X 500 ML (DILUSION PARA ORINA);FRASCO;1598,5;0;0;0;0
2534;SOLUCION DE RELLENO, BOMBA PERISTALTICA Y MANGUERAS PARA EQUIPO EASY LYTE PLUS NA K CL;KIT;1500;0;0;0;0
2535;SOLUCION DE RELLENO, BOMBA PERSITALTICA Y MANGUERAS PARA EQUIPO EASY LYTE PLUS NA,K,CL;KIT;1700;0;0;0;0
2536;SOLUCION DE SUBSTRATO 75ML X 4 PARA CL-900I;KIT;2130;0;0;0;0
2537;SOLUCION HYPOCLEAN 100MLPARA ADVINA 560;KIT;825;0;0;0;0
2538;SOLUCION ISOTONICA CON BUFFER PARA CONTEO DE CELULAS SANGUINEAS;KIT;856;0;0;0;0
2539;SOLUCION ISOTONICA CON BUFFER PARA CONTEO DE CELULAS SANGUINEAS DILIYENTE 20 ML PARA EQUIPO ADVIA 560;FRASCO;619;0;0;0;0
2540;SOLUCIÓN LECO 1000ML;CJA;136,2;0;0;0;0
2541;SOLUCION LECO X 12 FRASCOS DE 1000 ML;CJA;150,47;0;0;0;0
2542;SOLUCION LIMPIEZA NO IONIZADA EQUIPO PICTUS;FRASCO;350;0;0;0;0
2543;SOLUCION RINSE BC- 3000 20L;GAL;500;0;0;0;0
2544;SOLUCION SUBSTRATO 115 ML X 4;KIT;3618;0;0;0;0
2545;SOLUCION SUSTRATO 75ML X 4;KIT;2130;0;0;0;0
2546;SOLUCION SUSTRATO 75ML X 4 PARA CL-900I;KIT;2130;0;0;0;0
2547;SOLUCIONES DE LAVADO CON ADITIVO X 250 ML;SET;560;0;0;0;0
2548;SOLUCIONES DE LAVADO DIARIO NA/K/CL;KIT;948;0;0;0;0
2549;SOLUCIONES DESFAN 1000 ML;FRASCO;383,33;7;0;0;7
2550;SOLUCIONES LIMPIEZA NO IONIZADO;KIT;350;0;25;25;0
2551;SOPORTE PARA PIPETAS DE WESTERGREEN;PZA;340;0;75;75;0
2552;SPARHEXIDINA DE 5E DE 5 LITROS (SPARENZIM 5E);BIDON;600;0;0;0;0
2553;SPINOCAN G26 3 1/2;UND;34,2;0;0;0;0
2554;SPO2 ADULTO;PZA;1200;0;0;0;0
2555;SPO2 NEONATALES COVIDIENS;PZA;1250;0;0;0;0
2556;SPO2 NEONATALES PHILIPS;PZA;1250;0;0;0;0
2557;SPRAY DE CONGELACIÓN 150 ML;FRASCO;52,5;0;0;0;0
2558;STIMUPLEX A 50 MM G22;UND;99,75;0;0;0;0
2559;STIMUPLEX A 525 MM G24;UND;99,75;0;0;0;0
2560;STIMUPLEX ULTRA 22GX2;UND;170;0;0;0;0
2561;STIMUPLEX ULTRA 22GX3 1/8;UND;170;0;0;0;0
2562;STMUPLEX A 25 MM G24;UND;99,75;0;0;0;0
2563;STUBOS EPENDROF ESTERIL 1.5 O 2.0 ML POR 500;PQTES;165;0;0;0;0
2564;SUERO CONTROL INMUNOENSAYOS 3 NIVELES (12 X 5ML) 54 PARAMETROS;FRASCO;8300;0;0;0;0
2565;SUERO CONTROL NORMAL NIVEL 2(VIAL X 5ML) 68 PARAMETROS BIOQUIMICA;FRASCO;195;0;0;0;0
2566;SUERO CONTROL PATOLOGICO NIVEL 3 (VIAL X 5ML) 68 PARAMETROS BIOQUIMICA;FRASCO;195;0;0;0;0
2567;SUERO CONTROL QUIMICA N 1 5X5ML A-25;KIT;667;0;0;0;0
2568;SUERO CONTROL QUIMICA N 2 5X5ML A-25;KIT;667;0;0;0;0
2569;SUERO CONTROL QUIMICA NIVEL 1 5X5 ML  A-25;KIT;667;0;0;0;0
2570;SUERO CONTROL QUIMICA NIVEL 2 5X5 ML A-25;KIT;667;0;0;0;0
2571;SUERO COOMBS 1X10ML;FRASCO;152;0;0;0;0
2572;SUERO DE COOMBS 1 X 10 ML;FRASCO;136;0;0;0;0
2573;SUERO DE COOMBS 1*10ML;FRASCO;136;0;0;0;0
2574;SUERO DE COOMBS 10ML;FRASCO;250;0;0;0;0
2575;SUERO DE COOMBS 1X10ML;FRASCO;136;0;0;0;0
2576;SURFANIOS PREMIUN X 5 LITRO;BIDON;156,6;0;25;25;0
2577;T3  ELISA X 96;KIT;910;0;0;0;0
2578;T3 CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1260;0;0;0;0
2579;T3 CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1310;0;0;0;0
2580;T3 CLIA (CL 1200I) 2X 50T;KIT;1460;0;0;0;0
2581;T3 CLIA (CL900I) 2X50T;KIT;1643;0;0;0;0
2582;T3 ELISA X 192 DETERMINACIONES;KIT;2090;0;0;0;0
2583;T3 ELISA X 96 DETERMINACIONES;KIT;941,67;0;0;0;0
2584;T3 LIBRE ELISA X 96 DETER.;KIT;2160;0;0;0;0
2585;T3 TOTAL - CENTAUR - RGT - 400 TESTS;KIT;2059;0;0;0;0
2586;T3 TOTAL CALIBRADOR 3X2ML PARA CL-900I;KIT;1260;0;0;0;0
2587;T3 TOTAL X 400 DET. PARA EQUIPO CENTAURO;KIT;4508;0;0;0;0
2588;T3 TOTAL-CENTAUR RGT-400 TEST PARA CENTAUR CP;KIT;3058;0;0;0;0
2589;T4 CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1260;0;0;0;0
2590;T4 CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1310;0;0;0;0
2591;T4 CLIA (CL 1200I) 2X 50T;KIT;1460;0;0;0;0
2592;T4 CLIA (CL900I) 2X50T;KIT;1643;0;0;0;0
2593;T4 ELISA X 192 DETERMINACIONES;KIT;2590;0;0;0;0
2594;T4 ELISA X 96;KIT;910;0;0;0;0
2595;T4 ELISA X 96 DETERMINACIONES;KIT;910;0;0;0;0
2596;T4 LIBRE CALIBRADOR 3X2ML PARA CL-900I;KIT;1260;0;0;0;0
2597;T4 LIBRE ELISA X 96;KIT;2070;0;0;0;0
2598;T4 LIBRE ELISA X 96;KIT;1120;0;0;0;0
2599;T4 LIBRE ELISA X 96 DETER.;KIT;2160;0;0;0;0
2600;T4 LIBRE ELISA X 96 DETERMINACIONES;KIT;1120;0;0;0;0
2601;T4 LIBRE X 250 DET. PARA EQUIPO CENTAURO;KIT;5061;0;0;0;0
2602;T4 TOTAL - CENTAUR - RGT - 500 TESTS;KIT;2901;0;0;0;0
2603;T4 TOTAL CALIBRADOR 3X2ML PARA CL-900I;KIT;1260;0;0;0;0
2604;T4 TOTAL-CENTAUR RGT-500 TEST PARA CENTAUR CP;KIT;4328;0;0;0;0
2605;TAMBOR DE ACERO INOXIDABLE 24 * 29 CM;PZA;685;0;0;0;0
2606;TAMBOR MEDIANO 20*18 CM;PZA;399;0;0;0;0
2607;TAMBORES MEDIANOS;PZA;250;0;0;0;0
2608;TAQ MAN RNASE P INSTRUMENT VERIFICATION PLATE, FAST, 96 POCILLOS, 0.1 ML. PARA USO CON EQUIPOS 7500 FAST SYSTEM;PZA;13004;0;0;0;0
2609;TARTRATO DE SODIO POTASIO;FRASCO;299,99;0;0;0;0
2610;TEMPERATURA SENSOR;PZA;595;0;0;0;0
2611;TENSIOMETRO ADULTO ANEROIDE;PZA;850;0;0;0;0
2612;TENSIOMETRO DIGITAL ADULTO DE BRAZO;PZA;468;0;0;0;0
2613;TERMOHIDROMETRO CON MEMORIA CON POSIBILIDAD DE VACIAR LOS MISMOS AUN ORDENADOR O CPU A TRAVÉS DEL PUERTO USB PARA ANALISIS MEDIANTE UN SOFTWARE GRATUITO;PZA;1200;0;0;0;0
2614;TERMOMETRO DIGITAL CON SONDA JACK PARA BAÑO MARÍA;PZA;300;0;0;0;0
2615;TERMOMETRO DIGITAL CON SONDA PARA REFRIGERADORES;PZA;300;0;0;0;0
2616;TERMOMETRO DIGITAL TIPO PISTOLA;PZA;260;0;0;0;0
2617;TEST DE EMBARAZO;TIRA/TACO;2,5;0;0;0;0
2618;TEST DE EMBARAZO;FRASCO;4,67;0;0;0;0
2619;TEST DE EMBARAZO;TIRA/TACO;3,5;0;0;0;0
2620;TESTOSFERONA ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
2621;TESTOSTERONA (CLIA) 2X50T PARA CL 900I;KIT;1670;0;0;0;0
2622;TESTOSTERONA CALIBRADOR 3X2ML PARA CL-900I;KIT;1670;0;0;0;0
2623;TESTOSTERONA CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;0;0;0
2624;TESTOSTERONA CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1746;0;0;0;0
2625;TESTOSTERONA CLIA (CL 1200I) 2X 50T;KIT;1670;0;0;0;0
2626;TESTOSTERONA CLIA (CL 900I) 2X50T;KIT;1877;0;0;0;0
2627;TESTOSTERONA ELISA X 96 DTERMINACIONES;KIT;1280;0;0;0;0
2628;TESTOSTERONA LIBRE ELISA X 96 DETERMINACIONES;KIT;2290;0;25;25;0
2629;TG ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
2630;THROMBOREL;KIT;650;0;0;0;0
2631;THS3 UL-CENTAUR-RGT-500 TEST;KIT;4576;0;0;0;0
2632;TIEMPO DE PROTROMBINA;FRASCO;69;0;0;0;0
2633;TIEMPO DE PROTROMBINA;KIT;68;0;0;0;0
2634;TIEMPO DE PROTROMBINA;FRASCO;70;0;0;0;0
2635;TIEMPO P'ARCIAL DE TROMBOPLASTINA ACTIVA +  CICA2;FRASCO;70;0;0;0;0
2636;TIEMPO PARCIAL DE TROMBOPLASTINA ACTIVA + CLCA2;FRASCO;61;0;0;0;0
2637;TIEMPO PARCIAL DE TROMBOPLASTINA ACTIVADA 2ML X 10+ CA2CL15 ML X 2;FRASCO;1510;0;0;0;0
2638;TIEMPO PARCIAL DE TROMBOPLATINA ACT. + CLCA2;FRASCO;63,33;0;0;0;0
2639;TIEMPO PROTROMBINA;FRASCO;70;0;0;0;0
2640;TIJERA MAYO CURVA 16 CM;PZA;58;0;0;0;0
2641;TIJERA MAYO RECTA 15 CM - WELMED;PZA;180;0;0;0;0
2642;TIJERA MAYO RECTA DE 17 CM;PZA;53;0;0;0;0
2643;TIJERA MAYO SCISSORS 15CM - WELMED;PZA;180;0;0;0;0
2644;TIJERA QUIRÚRGICO DE MAYO CURVA 14 CM.;PZA;379;0;0;0;0
2645;TIJERA QUIRURGICO DE MAYO RECTA 14 CM.;PZA;356;0;0;0;0
2646;TINCION DE GRAM;KIT;460;0;0;0;0
2647;TINCION GRAM X 4 FRASCOS;CJA;155;0;0;0;0
2648;TINCION GRAM X 4 X 100ML;FRASCO;450;0;0;0;0
2649;TINCION PANOPTICO RAPIDO KIT 3X500ML;KIT;180;0;0;0;0
2650;TINCION PANOPTICO X 1000 ML;FRASCO;745;0;0;0;0
2651;TINCION ZIEHL NEELSEM;KIT;260;0;0;0;0
2652;TINTAS PARA TEJIDOS DE 7 UNIDADES;SET;980;0;0;0;0
2653;TIPIFICACION GRUPO SANGUINEO ANTI A MONOCLONAL;KIT;97;0;0;0;0
2654;TIPIFICACION GRUPO SANGUINEO ANTI B MONOCLONAL;KIT;80;0;25;25;0
2655;TIPIFICACION GRUPO SANGUINEO ANTI D MONOCLONAL;KIT;140;0;75;75;0
2656;TIPIFICACION GRUPO SANGUINEO ANTI D MONOCLONAL X 10ML;FRASCO;209,99;0;0;0;0
2657;TIPIFICADOR TIPO SANGUINEO ANTI D MONOCLONAL X 10 ML;FRASCO;209,9;0;0;0;0
2658;TIPS AMARILLO DE 20-200UL X 1000UND;BOLSA;144;0;0;0;0
2659;TIPS AMARILLOS 10 A 100 UIX1000;BOLSA;83,5;0;0;0;0
2660;TIPS AMARILLOS 10 A 100 UL X 1000;BOLSA;87,5;0;0;0;0
2661;TIPS AMARILLOS CON GRADUACION X 1000UND;BOLSA;105;0;0;0;0
2662;TIPS AMARILLOS GRADUADOS 1-200 UL X 100 GLOBE;BOLSA;120;0;0;0;0
2663;TIPS AZULES GRAD. 200-100 UL X 1000 UND;BOLSA;139,5;0;0;0;0
2664;TIPS COLOR BLANCO 200 UL GRADUADOS;BOLSA;84;0;0;0;0
2665;TIPS CON EL FILTRO 99% 0.1 A 10 UL (10 RACKS * 96 PUNTAS);PQTES;1015;0;0;0;0
2666;TIPS CON EL FILTRO 99% 2 A 1000UL (10 RACKS * 96 PUNTAS);PQTES;1400;0;0;0;0
2667;TIPS CON EL FILTRO 99% 2 A 100UL (10 RACKS * 96 PUNTAS);PQTES;1150;0;0;0;0
2668;TIPS CON EL FILTRO 99% 2 A 200 UL (10 RACKS * 96 PUNTAS);PQTES;1150;0;0;0;0
2669;TIPS CON FILTRO GRADO PCR 0.1 A 10 UL 10 RACK POR 96 PUNTAS;PQTES;970;0;0;0;0
2670;TIPS CON FILTRO GRADO PCR 100 A 1000 UL 10 RACK POR 96 PUNTAS;PQTES;965;0;0;0;0
2671;TIPS CON FILTRO GRADO PCR 1000 UL 6RACKS X 96 PUNTAS;PQTES;1009,5;0;0;0;0
2672;TIPS PLASTICOS DE VOL. 10 A 100 UL X 1000 UND.;BOLSA;145,99;0;0;0;0
2673;TIPS PLASTICOS DE VOL. 200 A 1000 UL X 500 UND.;BOLSA;163,99;0;0;0;0
2674;TIRAS DE GLUCOMETRO X 50 UNIDADES;PZA;250;0;0;0;0
2675;TIRAS DE ORINA;FRASCO;95;0;0;0;0
2676;TIRAS DE ORINA X 100;FRASCO;99,9;0;0;0;0
2677;TIRAS DE PRUEBA DE GLICEMIA EN SANGRE * 50 PIEZAS;FRASCO;150;0;0;0;0
2678;TIRAS DE PRUEBA DE GLUCOSA EN SANGRE;FRASCO;180;0;0;0;0
2679;TIRAS DE PRUEBA DE GLUCOSA EN SANGRE(FRASCO DE 50 UNIDADES CADA UNO);FRASCO;230;0;0;0;0
2680;TIRAS PARA ORINA X 100;FRASCO;49,9;0;25;25;0
2681;TIRAS REACTIVAS DE GLICEMIA FRASCOS POR 50 UNIDADES NIPROTRUE - TEST;CJA;195,63;0;75;75;0
2682;TIRAS REACTIVAS PARA ORINA X 150 DET;KIT;154,33;0;0;0;0
2683;TIRAS REACTIVAS PARA ORINA X150 DET. EQUIPO AUTOMATIZADO;FRASCO;200;0;0;0;0
2684;TIRAS REATIVAS PARA ORINA * 150 DET EQUIPO AUTOMATIZADO;FRASCO;200;0;0;0;0
2685;TIROGLOBILINA ELISA X 96;KIT;1280;0;0;0;0
2686;TIROGLOBULINA     ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
2687;TIROGLOBULINA (CLIA) 2X50T PARA CL 900I;KIT;2920;0;0;0;0
2688;TIROGLOBULINA CALIBRADOR 3X2ML PARA CL 900I;KIT;1670;0;0;0;0
2689;TIROGLOBULINA CALIBRADOR CLIA (CL 1200I) 3X2ML;KIT;1670;0;0;0;0
2690;TIROGLOBULINA CALIBRADOR CLIA (CL 900I) 3X2 ML;KIT;1746;0;0;0;0
2691;TIROGLOBULINA CLIA (CL 1200I) 2X 50T;KIT;2920;0;0;0;0
2692;TIROGLOBULINA CLIA (CL 900I) 2X50T;KIT;3285;0;0;0;0
2693;TIROGLOBULINA ELISA X 96 DETERMINACIONES;KIT;1280;0;0;0;0
2694;TIROGLOBULINA ELISA X 96 DETERMINACIONES;KIT;1890;0;0;0;0
2695;TIROXINA LIBRE (CLIA) 2X50T PARA CL 900I;KIT;1460;0;0;0;0
2696;TIROXINA TOTAL (CLIA) 2X50T PARA CL 900I;KIT;1460;0;0;0;0
2697;TITAS DE TAPAS PARA TUBO PCR-RT COMPATIBLE CON TERMOCICLADOR;BOLSA;1617;0;0;0;0
2698;TOBERA;PZA;1400;0;0;0;0
2699;TOXOPLASMOSIS ELISA X 96 DETERMINACIONES;KIT;1430;0;0;0;0
2700;TOXOPLASMOSIS IG G   ELISA X 96 DETERMINACIONES;KIT;1343,33;0;0;0;0
2701;TOXOPLASMOSIS IG G ELISA X 96 DET.;KIT;1719,99;0;0;0;0
2702;TOXOPLASMOSIS IG G ELISA X 96 DET.;KIT;1670;0;0;0;0
2703;TOXOPLASMOSIS IG M   ELISA X 96 DETERMINACIONES;KIT;1224,98;0;0;0;0
2704;TOXOPLASMOSIS IGG ELISA X 96;KIT;1199,98;0;0;0;0
2705;TOXOPLASMOSIS IGG ELISA X 96 DETER;KIT;1325;0;0;0;0
2706;TOXOPLASMOSIS IGG ELISA X 96 DETERMINACIONES;KIT;1227;0;25;25;0
2707;TOXOPLASMOSIS IGG ELISA X 96 DETERMINACIONES;KIT;1186;0;0;0;0
2708;TOXOPLASMOSIS IGM ELISA X 96;KIT;1500;0;0;0;0
2709;TOXOPLASMOSIS IGM ELISA X 96 DETER;KIT;1396,99;0;0;0;0
2710;TOXOPLASMOSIS IGM ELISA X 96 DETERMINACIONES;KIT;1186;0;0;0;0
2711;TOXOPLASMOSIS IGM ELISA X 96 DETERMINACIONES;KIT;1344;0;0;0;0
2712;TOXOPLASMOSIS IGM X 96 DETERMINACIONES;KIT;1413,33;0;0;0;0
2713;TOXOPLASMOSIS PRUEBA RAPIDA;CASSETTE;15;0;0;0;0
2714;TRAJE PROTECCIÓN CORPORAL;PZA;130;0;0;0;0
2715;TRANFERRINA NEPHTAR;KIT;2400;0;0;0;0
2716;TRANSAMINASAS AST/GOT + 5 X 40 ML + 5 X 10 ML A - 25;FRASCO;235;0;0;0;0
2717;TRANSAMINASAS GOT 6*18ML;KIT;540;0;0;0;0
2718;TRANSAMINASAS GOT 6X18 ML;SET;540;0;0;0;0
2719;TRANSAMINASAS GOT 6X18 ML;KIT;540;0;0;0;0
2720;TRANSAMINASAS GPT 6*18 ML;KIT;510;0;0;0;0
2721;TRANSAMINASAS GPT 6*18ML;KIT;510;0;0;0;0
2722;TRANSAMINASAS GPT 6X18 ML;SET;510;0;0;0;0
2723;TRANSAMINASAS GPT 6X18 ML;KIT;510;0;0;0;0
2724;TRANSCEIVERS BIDI;PZA;600;0;0;0;0
2725;TRANSFERRINA;KIT;2400;0;0;0;0
2726;TRANSFERRINA 4X22 ML + 4X11 ML;KIT;2400;0;0;0;0
2727;TRANSFERRINA 4X22 ML +11ML PARA NEPHSTAR;KIT;3420;0;0;0;0
2728;TRANSFERRINA NEPHSTAR;KIT;2400;0;0;0;0
2729;TREPONEMA PALLIDIUM ELISA X 96 DET.;KIT;2499,9;0;0;0;0
2730;TRIGLICEDIDOS FS X 100 DET PARA DYASIS;KIT;453;0;0;0;0
2731;TRIGLICERIDOS;KIT;370;0;0;0;0
2732;TRIGLICERIDOS 6 X 30 ML + 6X4 ML;KIT;1770;0;25;25;0
2733;TRIGLICERIDOS 6*30 ML;KIT;1770;0;0;0;0
2734;TRIGLICERIDOS 6X30 ML;SET;1770;0;0;0;0
2735;TRIGLICERIDOS A - 25;KIT;462;0;0;0;0
2736;TRIGLICERIDOS A-25;KIT;462;0;0;0;0
2737;TRIGLICERIDOS COLORIMETRICO;KIT;327,33;0;0;0;0
2738;TRIGLICERIDOS COLORIMETRICO 4X50 ML;KIT;1000;0;0;0;0
2739;TRIGLICERIDOS COLORIMETRICO 4X50 MLO;KIT;360;0;0;0;0
2740;TRIGLICERIDOS COLORIMETRICOS 4X50ML;KIT;300;0;0;0;0
2741;TRIGLICERIDOS TOTALES R 4X40ML PARA BS-240PRO;KIT;2990;0;0;0;0
2742;TRIGLICERIDOS TOTALES R 4X40ML PARA BS-240PRO;KIT;3420;0;0;0;0
2743;TRIPONINA (CTNL) ELISA X 96 DETERMINACIONES;KIT;1050;0;0;0;0
2744;TRIPTICOS FULL COLOR PAPEL COUCHE;UND;2,1;0;0;0;0
2745;TRIYODOTIRONINA TOTAL (CLIA) 2X50T PARA CL 900I;KIT;1460;0;0;0;0
